id,attack_cat
4828,Exploits
4829,Generic
4830,Fuzzers
4831,Generic
4832,Normal
4833,Fuzzers
4834,Generic
4835,Fuzzers
4836,Normal
4837,Fuzzers
4838,Reconnaissance
4839,Exploits
4840,Exploits
4841,Reconnaissance
4842,DoS
4843,DoS
4844,Reconnaissance
4845,Normal
4846,Fuzzers
4847,Fuzzers
4848,Generic
4849,Normal
4850,DoS
4851,Reconnaissance
4852,Generic
4853,Fuzzers
4854,DoS
4855,Generic
4856,Normal
4857,Fuzzers
4858,Normal
4859,DoS
4860,Reconnaissance
4861,Generic
4862,Reconnaissance
4863,Exploits
4864,Fuzzers
4865,Generic
4866,Exploits
4867,Normal
4868,Fuzzers
4869,DoS
4870,Fuzzers
4871,Generic
4872,Fuzzers
4873,Generic
4874,Reconnaissance
4875,Generic
4876,Normal
4877,Normal
4878,Generic
4879,Normal
4880,Generic
4881,Fuzzers
4882,Exploits
4883,DoS
4884,Normal
4885,DoS
4886,DoS
4887,Fuzzers
4888,Normal
4889,Fuzzers
4890,Normal
4891,Fuzzers
4892,DoS
4893,Fuzzers
4894,Generic
4895,DoS
4896,Generic
4897,Reconnaissance
4898,Fuzzers
4899,DoS
4900,Fuzzers
4901,Fuzzers
4902,Exploits
4903,DoS
4904,Reconnaissance
4905,Generic
4906,Fuzzers
4907,Exploits
4908,Fuzzers
4909,Fuzzers
4910,DoS
4911,Normal
4912,Fuzzers
4913,Normal
4914,Generic
4915,Exploits
4916,Exploits
4917,Normal
4918,DoS
4919,Reconnaissance
4920,Exploits
4921,Generic
4922,DoS
4923,Normal
4924,Reconnaissance
4925,Reconnaissance
4926,DoS
4927,Reconnaissance
4928,Fuzzers
4929,Fuzzers
4930,Normal
4931,Exploits
4932,Normal
4933,DoS
4934,Fuzzers
4935,Exploits
4936,Generic
4937,Generic
4938,Generic
4939,DoS
4940,DoS
4941,Fuzzers
4942,DoS
4943,DoS
4944,Generic
4945,DoS
4946,Fuzzers
4947,Exploits
4948,Generic
4949,Fuzzers
4950,Reconnaissance
4951,DoS
4952,Fuzzers
4953,Exploits
4954,Exploits
4955,Fuzzers
4956,Shellcode
4957,Fuzzers
4958,Fuzzers
4959,Exploits
4960,Generic
4961,Fuzzers
4962,Fuzzers
4963,Generic
4964,Generic
4965,Fuzzers
4966,Exploits
4967,Normal
4968,Fuzzers
4969,DoS
4970,Normal
4971,Fuzzers
4972,Normal
4973,Generic
4974,Fuzzers
4975,DoS
4976,Fuzzers
4977,Fuzzers
4978,DoS
4979,Exploits
4980,Exploits
4981,DoS
4982,Generic
4983,Exploits
4984,Generic
4985,Normal
4986,Exploits
4987,Fuzzers
4988,DoS
4989,Fuzzers
4990,DoS
4991,DoS
4992,Generic
4993,Generic
4994,DoS
4995,Fuzzers
4996,Reconnaissance
4997,DoS
4998,Generic
4999,Normal
5000,Fuzzers
5001,Fuzzers
5002,Normal
5003,Fuzzers
5004,Reconnaissance
5005,DoS
5006,Normal
5007,Fuzzers
5008,Generic
5009,DoS
5010,Fuzzers
5011,Fuzzers
5012,Fuzzers
5013,Fuzzers
5014,Generic
5015,Normal
5016,Fuzzers
5017,Fuzzers
5018,Exploits
5019,Fuzzers
5020,DoS
5021,Fuzzers
5022,DoS
5023,Fuzzers
5024,Generic
5025,Exploits
5026,DoS
5027,Exploits
5028,Fuzzers
5029,Normal
5030,Normal
5031,Normal
5032,Exploits
5033,Generic
5034,Generic
5035,DoS
5036,DoS
5037,Fuzzers
5038,Generic
5039,Generic
5040,Backdoor
5041,Fuzzers
5042,Generic
5043,Fuzzers
5044,Generic
5045,Normal
5046,Fuzzers
5047,DoS
5048,Generic
5049,Generic
5050,DoS
5051,Exploits
5052,Fuzzers
5053,Exploits
5054,DoS
5055,Fuzzers
5056,Generic
5057,DoS
5058,Fuzzers
5059,DoS
5060,DoS
5061,Fuzzers
5062,DoS
5063,Generic
5064,Generic
5065,Generic
5066,Exploits
5067,Reconnaissance
5068,Reconnaissance
5069,Normal
5070,Generic
5071,Generic
5072,Generic
5073,DoS
5074,Exploits
5075,Exploits
5076,Generic
5077,Fuzzers
5078,DoS
5079,Fuzzers
5080,Fuzzers
5081,DoS
5082,DoS
5083,Generic
5084,DoS
5085,DoS
5086,Exploits
5087,DoS
5088,Normal
5089,Exploits
5090,DoS
5091,Reconnaissance
5092,Exploits
5093,Fuzzers
5094,DoS
5095,Normal
5096,Exploits
5097,Generic
5098,Generic
5099,Normal
5100,Generic
5101,Fuzzers
5102,Fuzzers
5103,Fuzzers
5104,DoS
5105,DoS
5106,Generic
5107,DoS
5108,Normal
5109,Fuzzers
5110,DoS
5111,DoS
5112,Exploits
5113,Normal
5114,Exploits
5115,Fuzzers
5116,Fuzzers
5117,Exploits
5118,DoS
5119,Reconnaissance
5120,Normal
5121,Normal
5122,DoS
5123,Exploits
5124,Exploits
5125,DoS
5126,Fuzzers
5127,Normal
5128,Generic
5129,Reconnaissance
5130,Normal
5131,Fuzzers
5132,Normal
5133,Reconnaissance
5134,Exploits
5135,DoS
5136,Backdoor
5137,Fuzzers
5138,Reconnaissance
5139,DoS
5140,DoS
5141,Normal
5142,Reconnaissance
5143,Reconnaissance
5144,DoS
5145,Fuzzers
5146,Generic
5147,Fuzzers
5148,Fuzzers
5149,Generic
5150,Exploits
5151,Exploits
5152,DoS
5153,Fuzzers
5154,Fuzzers
5155,Fuzzers
5156,DoS
5157,Generic
5158,DoS
5159,Reconnaissance
5160,Generic
5161,Fuzzers
5162,DoS
5163,Exploits
5164,Normal
5165,Fuzzers
5166,Fuzzers
5167,Fuzzers
5168,Normal
5169,Generic
5170,Generic
5171,DoS
5172,Exploits
5173,Generic
5174,Exploits
5175,Reconnaissance
5176,Normal
5177,Fuzzers
5178,DoS
5179,DoS
5180,Generic
5181,DoS
5182,DoS
5183,DoS
5184,Fuzzers
5185,Normal
5186,Reconnaissance
5187,Normal
5188,Fuzzers
5189,Reconnaissance
5190,DoS
5191,Fuzzers
5192,DoS
5193,Generic
5194,Normal
5195,Generic
5196,DoS
5197,Generic
5198,Fuzzers
5199,Generic
5200,Normal
5201,Generic
5202,Fuzzers
5203,Fuzzers
5204,Normal
5205,Normal
5206,Fuzzers
5207,Generic
5208,Normal
5209,Generic
5210,Fuzzers
5211,Generic
5212,Generic
5213,Generic
5214,DoS
5215,DoS
5216,Generic
5217,Normal
5218,Exploits
5219,Fuzzers
5220,Normal
5221,Reconnaissance
5222,Generic
5223,DoS
5224,Fuzzers
5225,Fuzzers
5226,DoS
5227,Fuzzers
5228,DoS
5229,Exploits
5230,Fuzzers
5231,Fuzzers
5232,Exploits
5233,Reconnaissance
5234,Fuzzers
5235,Normal
5236,Exploits
5237,DoS
5238,Generic
5239,Fuzzers
5240,Shellcode
5241,Generic
5242,DoS
5243,Fuzzers
5244,Fuzzers
5245,Fuzzers
5246,Fuzzers
5247,Generic
5248,DoS
5249,Exploits
5250,Exploits
5251,DoS
5252,Generic
5253,Fuzzers
5254,DoS
5255,Normal
5256,Normal
5257,Exploits
5258,Exploits
5259,Reconnaissance
5260,Fuzzers
5261,Generic
5262,Generic
5263,Fuzzers
5264,Normal
5265,Fuzzers
5266,Exploits
5267,DoS
5268,Generic
5269,Exploits
5270,Fuzzers
5271,Fuzzers
5272,DoS
5273,Generic
5274,Fuzzers
5275,DoS
5276,Exploits
5277,Generic
5278,DoS
5279,Normal
5280,Normal
5281,DoS
5282,DoS
5283,Normal
5284,Normal
5285,Normal
5286,Fuzzers
5287,Exploits
5288,Fuzzers
5289,Reconnaissance
5290,Exploits
5291,Reconnaissance
5292,Fuzzers
5293,DoS
5294,Generic
5295,Fuzzers
5296,Fuzzers
5297,DoS
5298,DoS
5299,Fuzzers
5300,Normal
5301,Fuzzers
5302,Normal
5303,Normal
5304,Generic
5305,Reconnaissance
5306,DoS
5307,Reconnaissance
5308,Generic
5309,Exploits
5310,DoS
5311,Generic
5312,Generic
5313,Fuzzers
5314,Reconnaissance
5315,DoS
5316,Reconnaissance
5317,Generic
5318,Generic
5319,Fuzzers
5320,Fuzzers
5321,Fuzzers
5322,Reconnaissance
5323,Fuzzers
5324,Exploits
5325,Reconnaissance
5326,Normal
5327,Fuzzers
5328,Generic
5329,Fuzzers
5330,Fuzzers
5331,DoS
5332,Normal
5333,Fuzzers
5334,DoS
5335,DoS
5336,DoS
5337,Fuzzers
5338,Exploits
5339,Normal
5340,Reconnaissance
5341,Fuzzers
5342,DoS
5343,Normal
5344,Exploits
5345,Exploits
5346,Exploits
5347,DoS
5348,Generic
5349,Normal
5350,Fuzzers
5351,Exploits
5352,Normal
5353,DoS
5354,DoS
5355,Normal
5356,Fuzzers
5357,DoS
5358,Fuzzers
5359,Exploits
5360,Exploits
5361,Generic
5362,DoS
5363,Fuzzers
5364,Fuzzers
5365,Normal
5366,Fuzzers
5367,Fuzzers
5368,Fuzzers
5369,Normal
5370,Exploits
5371,Exploits
5372,Normal
5373,Generic
5374,Generic
5375,Fuzzers
5376,DoS
5377,DoS
5378,Exploits
5379,Generic
5380,Exploits
5381,Fuzzers
5382,Reconnaissance
5383,Fuzzers
5384,Generic
5385,Fuzzers
5386,Fuzzers
5387,Fuzzers
5388,Fuzzers
5389,Fuzzers
5390,Exploits
5391,DoS
5392,Exploits
5393,Fuzzers
5394,Generic
5395,Fuzzers
5396,Normal
5397,Fuzzers
5398,Fuzzers
5399,Normal
5400,Fuzzers
5401,DoS
5402,Reconnaissance
5403,Exploits
5404,Fuzzers
5405,Exploits
5406,Fuzzers
5407,Exploits
5408,Exploits
5409,Fuzzers
5410,DoS
5411,Fuzzers
5412,Normal
5413,Fuzzers
5414,Fuzzers
5415,Generic
5416,Fuzzers
5417,Normal
5418,Generic
5419,Normal
5420,DoS
5421,Generic
5422,Normal
5423,DoS
5424,Fuzzers
5425,Exploits
5426,Normal
5427,Generic
5428,Normal
5429,DoS
5430,DoS
5431,Generic
5432,Generic
5433,Normal
5434,Generic
5435,Fuzzers
5436,Normal
5437,Reconnaissance
5438,Normal
5439,Generic
5440,Generic
5441,DoS
5442,Fuzzers
5443,Normal
5444,Reconnaissance
5445,Generic
5446,Generic
5447,Generic
5448,Exploits
5449,DoS
5450,Exploits
5451,DoS
5452,DoS
5453,Exploits
5454,DoS
5455,Reconnaissance
5456,Fuzzers
5457,Fuzzers
5458,DoS
5459,Fuzzers
5460,Exploits
5461,DoS
5462,Backdoor
5463,Generic
5464,Exploits
5465,Fuzzers
5466,DoS
5467,Normal
5468,Generic
5469,Fuzzers
5470,Fuzzers
5471,Normal
5472,Fuzzers
5473,Normal
5474,Normal
5475,Exploits
5476,Fuzzers
5477,DoS
5478,Exploits
5479,DoS
5480,Normal
5481,Exploits
5482,Exploits
5483,Generic
5484,DoS
5485,Generic
5486,DoS
5487,Normal
5488,Exploits
5489,Generic
5490,Normal
5491,Exploits
5492,Reconnaissance
5493,Exploits
5494,DoS
5495,Normal
5496,Normal
5497,Reconnaissance
5498,Reconnaissance
5499,Normal
5500,DoS
5501,Normal
5502,DoS
5503,Normal
5504,Reconnaissance
5505,Generic
5506,Fuzzers
5507,DoS
5508,Normal
5509,Fuzzers
5510,Generic
5511,Exploits
5512,Generic
5513,Generic
5514,Fuzzers
5515,Exploits
5516,Fuzzers
5517,Generic
5518,Generic
5519,Generic
5520,Exploits
5521,Fuzzers
5522,Fuzzers
5523,Fuzzers
5524,Generic
5525,Fuzzers
5526,DoS
5527,Normal
5528,Fuzzers
5529,Normal
5530,Normal
5531,Generic
5532,Fuzzers
5533,DoS
5534,Exploits
5535,Generic
5536,Fuzzers
5537,Fuzzers
5538,Generic
5539,Fuzzers
5540,Normal
5541,Generic
5542,Normal
5543,Generic
5544,Normal
5545,Normal
5546,Reconnaissance
5547,Exploits
5548,DoS
5549,DoS
5550,Fuzzers
5551,Generic
5552,Exploits
5553,Normal
5554,Reconnaissance
5555,Fuzzers
5556,Fuzzers
5557,DoS
5558,Exploits
5559,Fuzzers
5560,DoS
5561,Exploits
5562,Fuzzers
5563,Fuzzers
5564,Reconnaissance
5565,DoS
5566,Fuzzers
5567,Fuzzers
5568,Reconnaissance
5569,DoS
5570,Generic
5571,Exploits
5572,Fuzzers
5573,Generic
5574,Normal
5575,Normal
5576,Normal
5577,Normal
5578,DoS
5579,Normal
5580,Exploits
5581,Generic
5582,DoS
5583,Normal
5584,Exploits
5585,DoS
5586,Normal
5587,Generic
5588,DoS
5589,DoS
5590,Fuzzers
5591,Normal
5592,Fuzzers
5593,Fuzzers
5594,Generic
5595,Exploits
5596,Exploits
5597,Fuzzers
5598,Normal
5599,Fuzzers
5600,Normal
5601,Generic
5602,Generic
5603,Normal
5604,Exploits
5605,Exploits
5606,Normal
5607,DoS
5608,Fuzzers
5609,DoS
5610,Fuzzers
5611,Fuzzers
5612,DoS
5613,Generic
5614,Normal
5615,Generic
5616,Generic
5617,Fuzzers
5618,DoS
5619,DoS
5620,Generic
5621,Reconnaissance
5622,DoS
5623,DoS
5624,DoS
5625,Normal
5626,Normal
5627,Fuzzers
5628,Exploits
5629,Normal
5630,Reconnaissance
5631,Generic
5632,Generic
5633,Exploits
5634,Normal
5635,Generic
5636,Fuzzers
5637,Exploits
5638,DoS
5639,Generic
5640,Reconnaissance
5641,Reconnaissance
5642,Fuzzers
5643,Normal
5644,DoS
5645,Normal
5646,Exploits
5647,Generic
5648,Exploits
5649,Generic
5650,DoS
5651,Normal
5652,Fuzzers
5653,DoS
5654,DoS
5655,Exploits
5656,Generic
5657,Fuzzers
5658,Exploits
5659,Generic
5660,Exploits
5661,DoS
5662,DoS
5663,DoS
5664,Reconnaissance
5665,Fuzzers
5666,Exploits
5667,Normal
5668,Fuzzers
5669,Generic
5670,DoS
5671,Generic
5672,Reconnaissance
5673,Exploits
5674,DoS
5675,Fuzzers
5676,Fuzzers
5677,Normal
5678,DoS
5679,Normal
5680,Reconnaissance
5681,Generic
5682,DoS
5683,Fuzzers
5684,Fuzzers
5685,Fuzzers
5686,Exploits
5687,DoS
5688,Generic
5689,DoS
5690,DoS
5691,Fuzzers
5692,Exploits
5693,Normal
5694,Shellcode
5695,Generic
5696,Normal
5697,Generic
5698,DoS
5699,Fuzzers
5700,Exploits
5701,Generic
5702,Fuzzers
5703,Exploits
5704,Fuzzers
5705,Fuzzers
5706,DoS
5707,Fuzzers
5708,Generic
5709,DoS
5710,DoS
5711,DoS
5712,Generic
5713,Normal
5714,DoS
5715,Exploits
5716,Fuzzers
5717,Fuzzers
5718,Normal
5719,Reconnaissance
5720,Fuzzers
5721,DoS
5722,Fuzzers
5723,DoS
5724,Generic
5725,Generic
5726,Exploits
5727,DoS
5728,Fuzzers
5729,Fuzzers
5730,DoS
5731,Exploits
5732,DoS
5733,Generic
5734,Generic
5735,Normal
5736,Normal
5737,Reconnaissance
5738,Exploits
5739,Fuzzers
5740,Generic
5741,DoS
5742,Fuzzers
5743,Normal
5744,Fuzzers
5745,Generic
5746,Fuzzers
5747,Normal
5748,Fuzzers
5749,Normal
5750,Fuzzers
5751,Generic
5752,Normal
5753,Fuzzers
5754,Fuzzers
5755,DoS
5756,Fuzzers
5757,DoS
5758,Normal
5759,DoS
5760,Normal
5761,Fuzzers
5762,Normal
5763,Exploits
5764,Exploits
5765,Fuzzers
5766,Fuzzers
5767,Fuzzers
5768,Reconnaissance
5769,Exploits
5770,DoS
5771,Fuzzers
5772,Reconnaissance
5773,Normal
5774,Generic
5775,Normal
5776,Normal
5777,Normal
5778,Normal
5779,DoS
5780,Exploits
5781,DoS
5782,Generic
5783,Fuzzers
5784,Fuzzers
5785,Exploits
5786,DoS
5787,Generic
5788,Fuzzers
5789,DoS
5790,DoS
5791,Exploits
5792,Generic
5793,DoS
5794,Fuzzers
5795,DoS
5796,Fuzzers
5797,Generic
5798,Normal
5799,DoS
5800,Generic
5801,Exploits
5802,Generic
5803,Exploits
5804,DoS
5805,Exploits
5806,DoS
5807,Reconnaissance
5808,DoS
5809,Generic
5810,Reconnaissance
5811,Fuzzers
5812,Generic
5813,Fuzzers
5814,Normal
5815,DoS
5816,Fuzzers
5817,Generic
5818,Normal
5819,Fuzzers
5820,Exploits
5821,Fuzzers
5822,Exploits
5823,Fuzzers
5824,Exploits
5825,Fuzzers
5826,Fuzzers
5827,Exploits
5828,Fuzzers
5829,Exploits
5830,Normal
5831,Reconnaissance
5832,Generic
5833,Fuzzers
5834,Fuzzers
5835,Normal
5836,Generic
5837,Generic
5838,Generic
5839,Normal
5840,Generic
5841,DoS
5842,Generic
5843,DoS
5844,Generic
5845,DoS
5846,Exploits
5847,Fuzzers
5848,Reconnaissance
5849,Fuzzers
5850,Generic
5851,Fuzzers
5852,Fuzzers
5853,DoS
5854,Fuzzers
5855,Normal
5856,Generic
5857,DoS
5858,Exploits
5859,Fuzzers
5860,Fuzzers
5861,Reconnaissance
5862,Exploits
5863,DoS
5864,Fuzzers
5865,DoS
5866,Fuzzers
5867,DoS
5868,DoS
5869,Fuzzers
5870,Exploits
5871,Fuzzers
5872,Fuzzers
5873,Fuzzers
5874,Generic
5875,Generic
5876,Normal
5877,Generic
5878,Generic
5879,Normal
5880,Reconnaissance
5881,Normal
5882,Fuzzers
5883,Fuzzers
5884,DoS
5885,Generic
5886,DoS
5887,Fuzzers
5888,DoS
5889,Exploits
5890,DoS
5891,Generic
5892,Normal
5893,Fuzzers
5894,DoS
5895,Normal
5896,DoS
5897,Normal
5898,Generic
5899,DoS
5900,Exploits
5901,Fuzzers
5902,DoS
5903,Normal
5904,Exploits
5905,Exploits
5906,Fuzzers
5907,Fuzzers
5908,Normal
5909,DoS
5910,DoS
5911,DoS
5912,DoS
5913,Fuzzers
5914,Fuzzers
5915,DoS
5916,Fuzzers
5917,Generic
5918,DoS
5919,DoS
5920,DoS
5921,Normal
5922,Normal
5923,Generic
5924,Normal
5925,Generic
5926,Generic
5927,DoS
5928,Normal
5929,Fuzzers
5930,Exploits
5931,DoS
5932,Fuzzers
5933,Normal
5934,Reconnaissance
5935,Normal
5936,Fuzzers
5937,Normal
5938,DoS
5939,Fuzzers
5940,DoS
5941,Fuzzers
5942,DoS
5943,Normal
5944,DoS
5945,DoS
5946,Generic
5947,DoS
5948,Exploits
5949,Generic
5950,DoS
5951,Fuzzers
5952,Exploits
5953,Reconnaissance
5954,Fuzzers
5955,Exploits
5956,Exploits
5957,DoS
5958,Normal
5959,DoS
5960,Normal
5961,Generic
5962,Normal
5963,DoS
5964,Fuzzers
5965,DoS
5966,Exploits
5967,Normal
5968,Reconnaissance
5969,Fuzzers
5970,Fuzzers
5971,Exploits
5972,Reconnaissance
5973,DoS
5974,DoS
5975,DoS
5976,Generic
5977,Normal
5978,Exploits
5979,Fuzzers
5980,Reconnaissance
5981,DoS
5982,Generic
5983,Generic
5984,Normal
5985,Normal
5986,Exploits
5987,Exploits
5988,Generic
5989,Normal
5990,Fuzzers
5991,Reconnaissance
5992,DoS
5993,DoS
5994,Fuzzers
5995,Fuzzers
5996,Fuzzers
5997,DoS
5998,Reconnaissance
5999,Fuzzers
6000,Fuzzers
6001,DoS
6002,Generic
6003,Generic
6004,Reconnaissance
6005,Exploits
6006,Reconnaissance
6007,Normal
6008,Exploits
6009,DoS
6010,DoS
6011,Fuzzers
6012,Generic
6013,Generic
6014,Exploits
6015,Exploits
6016,Exploits
6017,DoS
6018,Generic
6019,Fuzzers
6020,Reconnaissance
6021,DoS
6022,Normal
6023,Fuzzers
6024,Reconnaissance
6025,Fuzzers
6026,Fuzzers
6027,Fuzzers
6028,Normal
6029,Reconnaissance
6030,Fuzzers
6031,Exploits
6032,DoS
6033,Generic
6034,Normal
6035,Reconnaissance
6036,DoS
6037,Exploits
6038,DoS
6039,DoS
6040,Fuzzers
6041,Normal
6042,Exploits
6043,Generic
6044,Exploits
6045,Fuzzers
6046,DoS
6047,Normal
6048,Fuzzers
6049,Generic
6050,Normal
6051,Generic
6052,Reconnaissance
6053,Exploits
6054,Normal
6055,Generic
6056,DoS
6057,Generic
6058,Generic
6059,Fuzzers
6060,Fuzzers
6061,Fuzzers
6062,Reconnaissance
6063,Fuzzers
6064,Exploits
6065,DoS
6066,Exploits
6067,Normal
6068,Fuzzers
6069,Exploits
6070,DoS
6071,Fuzzers
6072,Backdoor
6073,Generic
6074,Fuzzers
6075,Fuzzers
6076,Normal
6077,DoS
6078,Exploits
6079,DoS
6080,DoS
6081,Normal
6082,Normal
6083,Exploits
6084,Exploits
6085,Normal
6086,DoS
6087,Normal
6088,Fuzzers
6089,Fuzzers
6090,Generic
6091,Normal
6092,DoS
6093,Fuzzers
6094,Fuzzers
6095,Normal
6096,Fuzzers
6097,Generic
6098,Fuzzers
6099,Generic
6100,Normal
6101,Generic
6102,Fuzzers
6103,Normal
6104,Normal
6105,DoS
6106,Reconnaissance
6107,Normal
6108,Generic
6109,Exploits
6110,Generic
6111,Reconnaissance
6112,Fuzzers
6113,Normal
6114,Normal
6115,Fuzzers
6116,Fuzzers
6117,Fuzzers
6118,Fuzzers
6119,Generic
6120,Normal
6121,Reconnaissance
6122,Fuzzers
6123,Exploits
6124,DoS
6125,DoS
6126,Normal
6127,Exploits
6128,Normal
6129,Normal
6130,DoS
6131,DoS
6132,Normal
6133,Fuzzers
6134,Fuzzers
6135,Normal
6136,Generic
6137,Fuzzers
6138,Exploits
6139,Exploits
6140,Generic
6141,Normal
6142,DoS
6143,Generic
6144,Exploits
6145,Generic
6146,Normal
6147,Fuzzers
6148,Fuzzers
6149,Fuzzers
6150,Normal
6151,DoS
6152,Normal
6153,DoS
6154,Fuzzers
6155,Generic
6156,Reconnaissance
6157,Fuzzers
6158,Normal
6159,Generic
6160,Normal
6161,Normal
6162,Fuzzers
6163,Exploits
6164,Generic
6165,Fuzzers
6166,Generic
6167,DoS
6168,Fuzzers
6169,Exploits
6170,DoS
6171,Fuzzers
6172,Reconnaissance
6173,Fuzzers
6174,Normal
6175,Generic
6176,Reconnaissance
6177,DoS
6178,Exploits
6179,Fuzzers
6180,Exploits
6181,Generic
6182,Generic
6183,Fuzzers
6184,Fuzzers
6185,Normal
6186,Generic
6187,Exploits
6188,DoS
6189,Reconnaissance
6190,Reconnaissance
6191,Exploits
6192,Fuzzers
6193,Normal
6194,Generic
6195,Normal
6196,DoS
6197,Exploits
6198,Fuzzers
6199,Exploits
6200,Fuzzers
6201,Normal
6202,Exploits
6203,Generic
6204,Normal
6205,DoS
6206,Generic
6207,Fuzzers
6208,Normal
6209,Fuzzers
6210,Fuzzers
6211,Generic
6212,Exploits
6213,Generic
6214,Exploits
6215,Fuzzers
6216,Exploits
6217,Normal
6218,Exploits
6219,Exploits
6220,DoS
6221,Fuzzers
6222,Fuzzers
6223,Generic
6224,DoS
6225,DoS
6226,Generic
6227,Normal
6228,Normal
6229,Shellcode
6230,Normal
6231,DoS
6232,Normal
6233,Fuzzers
6234,DoS
6235,Generic
6236,DoS
6237,DoS
6238,Fuzzers
6239,Fuzzers
6240,Generic
6241,Normal
6242,Normal
6243,DoS
6244,Fuzzers
6245,DoS
6246,Exploits
6247,DoS
6248,Fuzzers
6249,Generic
6250,Fuzzers
6251,Exploits
6252,Normal
6253,Fuzzers
6254,Normal
6255,Fuzzers
6256,Exploits
6257,Exploits
6258,Generic
6259,Fuzzers
6260,Exploits
6261,Generic
6262,Fuzzers
6263,Fuzzers
6264,Fuzzers
6265,Generic
6266,Normal
6267,Generic
6268,Reconnaissance
6269,Normal
6270,Normal
6271,DoS
6272,Fuzzers
6273,Normal
6274,Generic
6275,Reconnaissance
6276,Normal
6277,DoS
6278,Fuzzers
6279,Normal
6280,Fuzzers
6281,Fuzzers
6282,Fuzzers
6283,DoS
6284,Exploits
6285,Exploits
6286,Exploits
6287,Fuzzers
6288,DoS
6289,Fuzzers
6290,Fuzzers
6291,Fuzzers
6292,Normal
6293,Normal
6294,Fuzzers
6295,DoS
6296,Generic
6297,Generic
6298,Exploits
6299,Normal
6300,DoS
6301,Normal
6302,Fuzzers
6303,Fuzzers
6304,Normal
6305,Fuzzers
6306,Generic
6307,Generic
6308,DoS
6309,Normal
6310,Reconnaissance
6311,Fuzzers
6312,Generic
6313,DoS
6314,Reconnaissance
6315,DoS
6316,Fuzzers
6317,Normal
6318,Generic
6319,Generic
6320,Normal
6321,DoS
6322,Fuzzers
6323,Generic
6324,Normal
6325,Generic
6326,Exploits
6327,Generic
6328,Reconnaissance
6329,DoS
6330,Fuzzers
6331,Fuzzers
6332,Fuzzers
6333,DoS
6334,Normal
6335,Exploits
6336,DoS
6337,Fuzzers
6338,Generic
6339,Normal
6340,Fuzzers
6341,Exploits
6342,Generic
6343,Exploits
6344,Exploits
6345,DoS
6346,Generic
6347,DoS
6348,Exploits
6349,Normal
6350,Exploits
6351,Generic
6352,Fuzzers
6353,Exploits
6354,Exploits
6355,Fuzzers
6356,Fuzzers
6357,Backdoor
6358,Normal
6359,Fuzzers
6360,Exploits
6361,Normal
6362,Reconnaissance
6363,Generic
6364,Exploits
6365,Exploits
6366,Normal
6367,Reconnaissance
6368,Normal
6369,Normal
6370,Exploits
6371,Fuzzers
6372,Fuzzers
6373,Fuzzers
6374,DoS
6375,DoS
6376,Reconnaissance
6377,DoS
6378,Generic
6379,DoS
6380,Reconnaissance
6381,DoS
6382,Normal
6383,Normal
6384,DoS
6385,Normal
6386,Normal
6387,Normal
6388,Fuzzers
6389,DoS
6390,Exploits
6391,Normal
6392,Generic
6393,Fuzzers
6394,Normal
6395,DoS
6396,Normal
6397,Generic
6398,Generic
6399,Generic
6400,Fuzzers
6401,DoS
6402,Fuzzers
6403,Exploits
6404,Exploits
6405,Normal
6406,DoS
6407,Generic
6408,Fuzzers
6409,Generic
6410,Fuzzers
6411,Normal
6412,Fuzzers
6413,Generic
6414,Generic
6415,Exploits
6416,Normal
6417,Generic
6418,Fuzzers
6419,Fuzzers
6420,Reconnaissance
6421,Generic
6422,Reconnaissance
6423,DoS
6424,Generic
6425,Reconnaissance
6426,Generic
6427,DoS
6428,DoS
6429,Normal
6430,DoS
6431,Fuzzers
6432,Reconnaissance
6433,Generic
6434,Fuzzers
6435,Fuzzers
6436,Reconnaissance
6437,DoS
6438,DoS
6439,Generic
6440,Normal
6441,Generic
6442,Normal
6443,DoS
6444,DoS
6445,Normal
6446,Reconnaissance
6447,Generic
6448,DoS
6449,Generic
6450,Normal
6451,Normal
6452,Reconnaissance
6453,Fuzzers
6454,Generic
6455,Exploits
6456,Normal
6457,DoS
6458,Exploits
6459,Normal
6460,Normal
6461,Exploits
6462,DoS
6463,Normal
6464,DoS
6465,Generic
6466,Fuzzers
6467,Normal
6468,Reconnaissance
6469,DoS
6470,Generic
6471,Exploits
6472,Exploits
6473,Fuzzers
6474,Normal
6475,DoS
6476,Fuzzers
6477,Fuzzers
6478,Generic
6479,Generic
6480,Normal
6481,DoS
6482,Exploits
6483,Normal
6484,Generic
6485,Exploits
6486,Normal
6487,Normal
6488,DoS
6489,Normal
6490,Exploits
6491,Normal
6492,Exploits
6493,DoS
6494,DoS
6495,Generic
6496,Generic
6497,Normal
6498,Generic
6499,Reconnaissance
6500,Exploits
6501,Normal
6502,Fuzzers
6503,Normal
6504,Exploits
6505,DoS
6506,Exploits
6507,Backdoor
6508,Fuzzers
6509,Fuzzers
6510,Fuzzers
6511,Fuzzers
6512,Normal
6513,Exploits
6514,DoS
6515,Fuzzers
6516,Generic
6517,DoS
6518,Normal
6519,Exploits
6520,Fuzzers
6521,Fuzzers
6522,DoS
6523,DoS
6524,Fuzzers
6525,Normal
6526,Exploits
6527,Fuzzers
6528,Generic
6529,Normal
6530,Normal
6531,Fuzzers
6532,Exploits
6533,Fuzzers
6534,Reconnaissance
6535,DoS
6536,Fuzzers
6537,DoS
6538,Fuzzers
6539,DoS
6540,Generic
6541,Normal
